,w_trip_id,waypoint_seq,capture_time,lat,lon,raw_speed,raw_speed_metric
176,00111cf45111ab79bcf477b4681e310b,37,2019-11-14T23:12:15.000Z,52.427729,9.740628,69.0,kph
177,00111cf45111ab79bcf477b4681e310b,37,2019-11-14T23:12:15.000Z,52.427729,9.740628,69.0,kph
178,00111cf45111ab79bcf477b4681e310b,10,2019-11-14T23:05:30.000Z,52.39934,9.736177,20.0,kph
179,00111cf45111ab79bcf477b4681e310b,10,2019-11-14T23:05:30.000Z,52.39934,9.736177,20.0,kph
180,00111cf45111ab79bcf477b4681e310b,43,2019-11-14T23:13:45.000Z,52.436017,9.755163,21.0,kph
181,00111cf45111ab79bcf477b4681e310b,43,2019-11-14T23:13:45.000Z,52.436017,9.755163,21.0,kph
182,00111cf45111ab79bcf477b4681e310b,21,2019-11-14T23:08:15.000Z,52.412252,9.734591,1.0,kph
183,00111cf45111ab79bcf477b4681e310b,21,2019-11-14T23:08:15.000Z,52.412252,9.734591,1.0,kph
184,00111cf45111ab79bcf477b4681e310b,26,2019-11-14T23:09:30.000Z,52.417444,9.733825,46.0,kph
185,00111cf45111ab79bcf477b4681e310b,26,2019-11-14T23:09:30.000Z,52.417444,9.733825,46.0,kph
186,00111cf45111ab79bcf477b4681e310b,36,2019-11-14T23:12:00.000Z,52.427859,9.736153,66.0,kph
187,00111cf45111ab79bcf477b4681e310b,36,2019-11-14T23:12:00.000Z,52.427859,9.736153,66.0,kph
188,00111cf45111ab79bcf477b4681e310b,2,2019-11-14T23:03:30.000Z,52.395054,9.744607,9.0,kph
189,00111cf45111ab79bcf477b4681e310b,2,2019-11-14T23:03:30.000Z,52.395054,9.744607,9.0,kph
190,00111cf45111ab79bcf477b4681e310b,13,2019-11-14T23:06:15.000Z,52.403147,9.735631,,kph
191,00111cf45111ab79bcf477b4681e310b,13,2019-11-14T23:06:15.000Z,52.403147,9.735631,,kph
